page,clicks_3months,impressions_3months,clicks_28days,impressions_28days,index_status,target_hub,action,reason
https://www.805shutters.com/shutters/fillmore/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/shutters/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/blinds/fillmore-ca/,NR,NR,NR,NR,crawled-not-indexed,https://www.805shutters.com/blinds/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/blinds/moorpark-ca/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/blinds/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/blinds/oak-park-ca/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/blinds/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/drapery/oak-park-ca/,NR,NR,NR,NR,indexed,https://www.805shutters.com/drapery/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/shutters/santa-paula/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/shutters/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/shades/santa-paula-ca/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/shades/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/shades/simi-valley-ca/,NR,NR,NR,NR,crawled-not-indexed,https://www.805shutters.com/shades/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/shades/thousand-oaks-ca/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/shades/,HOLD,Explicitly excluded by Mike; keep this page and its sitemap entry, with /shades/ unchanged.
https://www.805shutters.com/blinds/thousand-oaks-ca/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/blinds/,301,Repeated city-template text; no performance row in either period.
https://www.805shutters.com/shades/ventura-ca/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/shades/,HOLD,Explicitly excluded by Mike; keep this page and its sitemap entry, with /shades/ unchanged.
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,NR,NR,NR,NR,discovered-not-indexed,https://www.805shutters.com/drapery/,301,Overlapping drapery intent; established hub has 3 clicks and 857 impressions.
